Player,Season,Age,Tm,Lg,WS,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP
Roy Hibbert,2016-17,30,TOT,NBA,1.8,48,13,682,13.5,0,0.51,8.7,15.9,12.3,4.6,0.6,5.9,15.1,14,117,107,1,0.8,0.129,-2.9,1.8,-1.1,0.2
J.J. Hickson,2014-15,26,DEN,NBA,1.8,73,8,1411,14.3,0.004,0.438,11.1,24,17.3,6.5,1.3,1.9,14.9,19.7,100,106,0.5,1.4,0.062,-3.1,0.4,-2.7,-0.3
Stanley Johnson,2017-18,21,DET,NBA,1.8,69,50,1894,9,0.418,0.259,1.9,13,7.3,8.5,2.5,0.7,11,16.4,97,107,-0.6,2.4,0.046,-2.6,1.1,-1.5,0.2
Frank Kaminsky,2018-19,25,CHO,NBA,1.8,47,0,755,16.8,0.466,0.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,115,114,1.3,0.5,0.114,1.1,-1.9,-0.9,0.2
Caris LeVert,2016-17,22,BRK,NBA,1.8,57,26,1237,12.3,0.484,0.245,2,13.9,8,13.7,1.9,0.5,12.3,16.6,107,111,0.8,1,0.07,-0.7,-0.4,-1.1,0.3
Shaun Livingston,2017-18,32,GSW,NBA,1.8,71,7,1129,11.6,0.015,0.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.7,108,110,0.9,0.9,0.077,-2.6,-0.9,-3.5,-0.4
CJ McCollum,2014-15,23,POR,NBA,1.8,62,3,973,13.1,0.381,0.2,1.6,8.3,5,10.3,2.3,0.6,10.8,20.5,103,105,0.7,1.1,0.089,-0.4,-0.3,-0.7,0.3
E'Twaun Moore,2015-16,26,CHI,NBA,1.8,59,22,1263,11.4,0.267,0.09,1.6,9.3,5.5,12.1,1.5,1,11.6,15.9,105,109,0.9,1,0.07,-1.1,-0.7,-1.8,0.1
Raul Neto,2015-16,23,UTA,NBA,1.8,81,53,1499,10.2,0.388,0.167,1.3,8,4.7,18.7,2.2,0.1,19.5,17.2,99,106,0.2,1.6,0.058,-1.6,-0.7,-2.3,-0.1
Brian Roberts,2014-15,29,CHO,NBA,1.8,72,10,1330,11.7,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,101,107,0.6,1.2,0.064,-0.8,-1.7,-2.5,-0.2
Jason Smith,2015-16,29,ORL,NBA,1.8,76,2,1181,14.6,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,100,105,0.4,1.4,0.072,-3.1,0.6,-2.5,-0.1
Marreese Speights,2015-16,28,GSW,NBA,1.8,72,0,832,17.1,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3,11.5,29.7,102,103,0.5,1.2,0.102,-2.9,-1.1,-3.9,-0.4
Lance Stephenson,2017-18,27,IND,NBA,1.8,82,7,1850,12.4,0.327,0.179,3.8,22,12.9,18.6,1.2,0.8,14.7,21.6,99,108,-0.3,2,0.045,-2,-0.1,-2.1,0
Noah Vonleh,2016-17,21,POR,NBA,1.8,74,41,1265,10.8,0.074,0.348,11.4,22.5,17,3.4,1.2,1.7,17.1,13.1,106,110,0.6,1.2,0.069,-3.5,-0.3,-3.9,-0.6
Jeff Withey,2016-17,26,UTA,NBA,1.8,51,1,432,18.8,0.01,0.466,14.3,17.9,16.2,2.5,1.9,6,10.1,14.9,124,100,1,0.9,0.205,-1.2,2.7,1.6,0.4
Quincy Acy,2014-15,24,NYK,NBA,1.7,68,22,1287,11.9,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,105,109,1,0.7,0.063,-2.3,-0.8,-3.1,-0.3
Lavoy Allen,2016-17,27,IND,NBA,1.7,61,5,871,11.6,0.006,0.196,13.7,14.5,14.1,9.1,1,2.4,13.7,10.9,114,110,0.9,0.8,0.093,-1.5,1.3,-0.3,0.4
Omer Asik,2015-16,29,NOP,NBA,1.7,68,64,1178,11,0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,106,108,0.7,1,0.07,-4,-0.2,-4.2,-0.7
Mohamed Bamba,2018-19,20,ORL,NBA,1.7,47,1,766,14.9,0.288,0.259,8.8,24,16.3,7.4,0.8,7,13.7,17.8,105,103,0.3,1.4,0.106,-3.3,3.1,-0.2,0.4
Alec Burks,2014-15,23,UTA,NBA,1.7,27,27,899,13,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,107,109,1.1,0.6,0.089,-0.4,-1.1,-1.6,0.1
Ed Davis,2016-17,27,POR,NBA,1.7,46,12,789,11.5,0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12,116,110,1,0.7,0.104,-2.2,0.1,-2.1,0
Dewayne Dedmon,2014-15,25,ORL,NBA,1.7,59,15,845,13.3,0.006,0.395,15.5,24.1,19.7,1.6,1,4.8,21.1,13,107,104,0.7,1,0.099,-3.6,0.3,-3.3,-0.3
Festus Ezeli,2014-15,25,GSW,NBA,1.7,46,7,504,16.2,0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,111,99,0.8,0.9,0.159,-3,1.2,-1.8,0
Cristiano Felicio,2017-18,25,CHI,NBA,1.7,55,16,977,12.5,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1,17.7,13.6,114,113,1.2,0.5,0.086,-2.3,-0.1,-2.4,-0.1
Drew Gooden,2014-15,33,WAS,NBA,1.7,51,7,864,11.9,0.214,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17,103,103,0.5,1.2,0.094,-1.8,0.2,-1.6,0.1
Jerian Grant,2018-19,26,ORL,NBA,1.7,60,1,939,10.8,0.5,0.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,108,109,0.5,1.1,0.085,-1.9,-0.1,-2,0
Gerald Green,2015-16,30,MIA,NBA,1.7,69,14,1557,10.1,0.443,0.157,1.9,9.7,5.9,5.6,1.3,0.9,6.8,19.8,99,107,0.3,1.4,0.052,-1.2,-1.8,-3,-0.4
Andrew Harrison,2017-18,23,MEM,NBA,1.7,56,46,1326,12.7,0.331,0.371,2,9.7,5.7,21.3,1.4,1.8,14,19.6,106,113,1,0.7,0.062,-0.9,-1.5,-2.5,-0.2
Spencer Hawes,2016-17,28,TOT,NBA,1.7,54,1,797,15.6,0.292,0.188,5.3,21.5,13.4,16.5,0.9,3.3,14,19.8,108,107,0.7,1,0.102,-1.2,0.8,-0.5,0.3
Justin Holiday,2017-18,28,CHI,NBA,1.7,72,72,2265,10.8,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,100,111,0.1,1.6,0.036,-1,-0.3,-1.3,0.4
Brandon Jennings,2016-17,27,TOT,NBA,1.7,81,13,1802,12.1,0.471,0.284,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,104,113,0.7,1,0.046,-0.8,-2.2,-3,-0.5
Wesley Johnson,2014-15,27,LAL,NBA,1.7,76,59,2245,11.1,0.375,0.162,3.2,12.9,7.8,8.6,1.3,1.6,10.5,16.4,102,112,1,0.7,0.037,-0.9,-0.6,-1.5,0.3
Wesley Johnson,2017-18,30,LAC,NBA,1.7,74,40,1486,9.8,0.481,0.158,2.2,13.6,8,5.6,2.5,3.5,12.3,13,99,107,-0.1,1.7,0.055,-2,2.3,0.3,0.9
Brandon Knight,2015-16,24,PHO,NBA,1.7,52,50,1870,14.7,0.392,0.204,2,9.9,5.9,24.4,1.6,0.9,15.4,26.2,100,111,0.7,0.9,0.043,1.2,-1.5,-0.3,0.8
Shane Larkin,2014-15,22,NYK,NBA,1.7,76,22,1865,10.9,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,102,110,0.8,0.9,0.045,-1.6,-0.7,-2.4,-0.2
Caris LeVert,2018-19,24,BRK,NBA,1.7,40,25,1063,14.9,0.319,0.255,3.5,11.4,7.5,23.2,1.9,1,11.4,24,105,110,0.5,1.2,0.077,-0.3,0.1,-0.2,0.5
Shawn Marion,2014-15,36,CLE,NBA,1.7,57,24,1101,11,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,106,107,0.8,0.9,0.074,-2,0.7,-1.3,0.2
Boban Marjanovic,2016-17,28,DET,NBA,1.7,35,0,293,29.6,0,0.439,16.5,32.5,24.2,5.3,1,3.4,6,25.3,128,103,1.2,0.5,0.28,1,-0.9,0.1,0.2
Patrick McCaw,2016-17,21,GSW,NBA,1.7,71,20,1074,8.6,0.502,0.151,2.3,7.6,5.1,9,1.4,1.1,12.1,11.9,107,108,0.5,1.2,0.077,-1.6,-0.2,-1.8,0.1
E'Twaun Moore,2018-19,29,NOP,NBA,1.7,53,36,1463,11.5,0.331,0.111,2.5,6.4,4.5,9.5,1.3,0.4,9.6,17.3,110,117,1.2,0.5,0.055,-0.2,-1.9,-2.2,-0.1
Kevin Seraphin,2014-15,25,WAS,NBA,1.7,79,0,1235,12.5,0.004,0.182,8.1,17.9,13.1,8,0.4,3.8,16.8,21.5,97,103,0,1.7,0.066,-3.7,0.7,-3,-0.3
Iman Shumpert,2015-16,25,CLE,NBA,1.7,54,5,1316,8.4,0.479,0.167,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,97,103,-0.1,1.8,0.063,-2.1,1.9,-0.2,0.6
Ish Smith,2018-19,30,DET,NBA,1.7,56,0,1251,11.8,0.276,0.127,1.9,11.1,6.3,25.4,1.1,0.7,10.6,19.9,105,112,0.5,1.1,0.064,-1.7,-1.1,-2.8,-0.3
Tiago Splitter,2015-16,31,ATL,NBA,1.7,36,2,579,13.7,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,113,102,0.9,0.9,0.144,-1.9,1.1,-0.8,0.2
Lance Thomas,2015-16,27,NYK,NBA,1.7,59,5,1313,10.4,0.285,0.312,2.9,8,5.4,6.4,0.9,0.4,11.6,16.9,107,112,1.2,0.5,0.062,-1.2,-2.1,-3.2,-0.4
Marcus Thornton,2015-16,28,TOT,NBA,1.7,61,8,1109,14.7,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,104,110,1,0.7,0.074,0.7,-2.9,-2.1,0
D.J. Wilson,2018-19,22,MIL,NBA,1.7,48,3,882,10.3,0.506,0.187,5.5,19.2,12.8,7.6,0.9,1.9,10.5,14.4,106,106,0.3,1.4,0.093,-2.4,0.9,-1.6,0.1
Nick Young,2017-18,32,GSW,NBA,1.7,80,8,1393,10,0.668,0.133,1.7,7.9,5,3.5,1.3,0.4,7.2,17.6,106,112,0.8,0.9,0.058,-0.2,-3.4,-3.7,-0.6
Tyler Zeller,2015-16,26,BOS,NBA,1.7,60,3,710,15.4,0,0.372,9.1,17.6,13.3,6.6,0.7,2.4,12,23,106,105,0.8,0.9,0.114,-3.2,-1.1,-4.4,-0.4
Luke Babbitt,2014-15,25,NOP,NBA,1.6,63,19,830,11.1,0.599,0.099,1.6,13.5,7.6,4.3,1.1,1,11.5,12.4,117,110,1.1,0.5,0.092,0,-1.4,-1.4,0.1
Lonzo Ball,2018-19,21,LAL,NBA,1.6,47,45,1423,11.7,0.5,0.105,4,14,9.1,23.8,2.3,1.1,17.8,16.9,100,109,-0.2,1.7,0.052,-0.9,1.5,0.5,0.9
Kent Bazemore,2014-15,25,ATL,NBA,1.6,75,10,1324,9.7,0.399,0.302,1.9,16.8,9.6,8.6,2,2.1,16.3,15.5,94,102,-0.4,1.9,0.057,-3.1,1.3,-1.8,0.1
Jordan Bell,2018-19,24,GSW,NBA,1.6,68,3,788,12.9,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,109,108,0.5,1.1,0.096,-3.1,2.8,-0.4,0.3
Quinn Cook,2017-18,24,GSW,NBA,1.6,33,18,740,12.8,0.413,0.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,115,113,1.1,0.4,0.101,0.6,-2.8,-2.2,0
Dante Cunningham,2014-15,27,NOP,NBA,1.6,66,27,1652,8.9,0.029,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,102,108,0.5,1.2,0.047,-2.6,1,-1.6,0.2
Goran Dragic,2018-19,32,MIA,NBA,1.6,36,22,991,13.9,0.379,0.233,2.1,9.8,6,27.3,1.5,0.5,12.9,23.7,106,111,0.6,1,0.079,0.1,-1.3,-1.2,0.2
Joel Freeland,2014-15,27,POR,NBA,1.6,48,8,617,12.2,0,0.166,11,21.9,16.6,3.8,0.7,2.7,12.4,13.4,109,102,0.6,0.9,0.122,-3,1.2,-1.8,0
Andrew Harrison,2016-17,22,MEM,NBA,1.6,72,18,1474,8.7,0.433,0.539,1.7,9,5.3,20,1.9,1.4,16,16.4,100,109,0,1.5,0.051,-2.4,0,-2.4,-0.2
Kris Humphries,2016-17,31,ATL,NBA,1.6,56,4,689,13.6,0.252,0.383,9.7,23,16.4,6.4,1.1,2.6,10.1,17.6,108,104,0.6,1.1,0.115,-3,0.3,-2.7,-0.1
Kris Humphries,2015-16,30,TOT,NBA,1.6,53,17,835,13.1,0.366,0.285,7.5,21.5,14.4,6.6,0.9,2.2,10.3,19.5,104,104,0.5,1.1,0.093,-2.2,-0.7,-2.9,-0.2
Al Jefferson,2017-18,33,IND,NBA,1.6,36,1,484,20.2,0.014,0.173,7,26.2,16.7,10,1.7,4.2,8.6,22.5,113,104,0.8,0.8,0.158,-1.7,1.3,-0.5,0.2
Rodions Kurucs,2018-19,20,BRK,NBA,1.6,63,46,1294,11,0.41,0.205,4.6,15.4,10,6,1.5,1.5,13.6,18.4,102,109,0.1,1.5,0.059,-2.6,0.2,-2.4,-0.1
Jeremy Lamb,2014-15,22,OKC,NBA,1.6,47,8,633,14.9,0.444,0.22,1.4,16.5,9.1,10.9,1.7,0.7,9,20.5,110,106,1,0.7,0.123,0,-1.6,-1.6,0.1
T.J. Leaf,2018-19,21,IND,NBA,1.6,58,1,522,16.9,0.169,0.169,9.3,17.1,13.3,6.9,0.8,3.2,5.8,17.5,119,107,0.9,0.7,0.148,-1,0,-1,0.1
Luc Mbah a Moute,2015-16,29,LAC,NBA,1.6,75,61,1274,7.3,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,101,106,0.2,1.3,0.059,-3,1.5,-1.6,0.1
Khris Middleton,2016-17,25,MIL,NBA,1.6,29,23,889,15,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,106,109,0.7,0.9,0.085,0,-0.6,-0.5,0.3
Darius Miller,2018-19,28,NOP,NBA,1.6,69,15,1757,8.4,0.752,0.147,0.8,6.6,3.8,10.4,1.1,1.1,10.3,13.4,110,116,1.1,0.6,0.045,-0.1,-1.5,-1.7,0.1
Markieff Morris,2018-19,29,TOT,NBA,1.6,58,16,1270,11.7,0.419,0.19,5,17.5,11.1,8.8,1.3,1.5,9.3,19.1,106,112,0.6,1.1,0.061,-1.7,-1.1,-2.8,-0.3
Mike Muscala,2015-16,24,ATL,NBA,1.6,60,0,565,13.6,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,111,102,0.7,0.9,0.136,-2,1.5,-0.5,0.2
Andrew Nicholson,2015-16,26,ORL,NBA,1.6,56,0,823,14.8,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,106,107,0.8,0.8,0.092,-1.7,-2,-3.7,-0.4
Lucas Nogueira,2017-18,25,TOR,NBA,1.6,49,3,418,17.3,0.238,0.35,4.9,18.1,11.7,7.2,2.7,8.2,14.8,11.4,123,98,0.7,1,0.188,-0.7,6.2,5.4,0.8
Jusuf Nurkic,2014-15,20,DEN,NBA,1.6,62,27,1103,14.8,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,96,101,-0.2,1.8,0.069,-3.7,3.1,-0.6,0.4
Kyle O'Quinn,2015-16,25,NYK,NBA,1.6,65,1,764,17.5,0.081,0.221,11,24.5,17.9,15.9,1.3,4.9,17,21.2,102,102,0.5,1.2,0.103,-1.8,2.5,0.7,0.5
Kyle O'Quinn,2014-15,24,ORL,NBA,1.6,51,17,824,14.8,0.178,0.236,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,103,104,0.5,1.1,0.091,-2.1,2,-0.2,0.4
Jakob Poeltl,2016-17,21,TOR,NBA,1.6,54,4,626,12.2,0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,118,108,0.9,0.7,0.125,-1.2,0.5,-0.7,0.2
Bobby Portis,2018-19,23,TOT,NBA,1.6,50,28,1299,16.1,0.304,0.154,9,24.9,16.8,8.8,1.3,1.3,9.9,24.6,104,112,0.5,1.1,0.06,-1.2,-1.7,-2.9,-0.3
Norman Powell,2015-16,22,TOR,NBA,1.6,49,24,725,13.3,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,107,105,0.7,0.9,0.105,-0.3,-0.1,-0.4,0.3
Julius Randle,2015-16,21,LAL,NBA,1.6,81,60,2286,13.9,0.043,0.323,7.8,32,19.5,11,1.2,1,13.5,21.2,97,108,-0.3,1.9,0.035,-3.7,0,-3.6,-0.9
Rajon Rondo,2014-15,28,TOT,NBA,1.6,68,68,2018,13.5,0.133,0.121,3.9,16.4,10.1,39.3,2.3,0.3,23.6,19.5,95,105,-0.7,2.3,0.037,-1.6,1.1,-0.5,0.8
Larry Sanders,2014-15,26,MIL,NBA,1.6,27,26,586,15.2,0,0.279,13.2,19.2,16.2,6.3,2.3,5.6,12.7,17,104,98,0.4,1.2,0.132,-2,3.4,1.4,0.5
Mike Scott,2018-19,30,TOT,NBA,1.6,79,3,1395,8.6,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,105,112,0.4,1.2,0.053,-1.5,-1.2,-2.7,-0.2
Pascal Siakam,2016-17,22,TOR,NBA,1.6,55,38,859,11.5,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,106,106,0.4,1.2,0.089,-3,1.9,-1.1,0.2
Jason Thompson,2015-16,29,TOT,NBA,1.6,47,7,471,14.2,0.139,0.5,7.9,23.4,15.9,8.5,1.3,3.3,10.2,13.9,119,102,0.9,0.7,0.165,-1.3,1.6,0.3,0.3
Ekpe Udoh,2018-19,31,UTA,NBA,1.6,51,1,320,20.9,0,0.417,9.3,20.9,15.2,12.8,1.5,7.7,13.2,13.1,135,100,0.9,0.7,0.238,-0.1,5.7,5.6,0.6
Noah Vonleh,2017-18,22,TOT,NBA,1.6,54,16,875,12.8,0.282,0.248,8.5,30.2,19.2,5.7,1.1,1.6,10.7,14.5,106,106,0.5,1.2,0.09,-3.4,0.3,-3.1,-0.2
Dion Waiters,2016-17,25,MIA,NBA,1.6,46,43,1384,14.5,0.324,0.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,101,109,0.2,1.5,0.057,-0.1,-0.8,-0.9,0.4
Brandan Wright,2016-17,29,MEM,NBA,1.6,28,5,447,18.5,0.007,0.259,7.7,12.4,10,6,1.3,4.3,6.2,16.3,127,107,1.1,0.5,0.177,0,1.3,1.3,0.4
Dorell Wright,2014-15,29,POR,NBA,1.6,48,2,592,13.4,0.568,0.221,2.6,17.2,10,10.2,1.7,1.3,7.9,17.1,109,102,0.7,0.8,0.128,0.1,0.6,0.7,0.4
Pero Antic,2014-15,32,ATL,NBA,1.5,63,3,1037,9.5,0.584,0.416,6.6,14,10.4,6.9,0.9,1.1,12.3,17.6,102,106,0.5,1,0.07,-1.3,-1.4,-2.7,-0.2
Nemanja Bjelica,2016-17,28,MIN,NBA,1.5,65,1,1190,11,0.497,0.171,5.5,18.6,12,9.6,1.7,1.4,13.4,16.4,105,111,0.6,0.9,0.059,-0.7,-0.4,-1.1,0.3
Tarik Black,2017-18,26,HOU,NBA,1.5,51,2,536,14.3,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,110,102,0.5,1,0.136,-3,2.1,-1,0.1
Bruce Brown,2018-19,22,DET,NBA,1.5,74,56,1449,6.9,0.296,0.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,100,110,-0.1,1.6,0.048,-3.7,1.7,-2,0
Jaylen Brown,2016-17,20,BOS,NBA,1.5,78,20,1341,10.3,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,102,110,0.2,1.3,0.053,-3.1,-0.9,-4,-0.7
Alec Burks,2015-16,24,UTA,NBA,1.5,31,3,797,14.3,0.237,0.422,2.4,13.6,8,13.9,1.2,0.4,11.4,25.9,104,107,0.7,0.8,0.09,-0.9,-1.6,-2.5,-0.1
Alec Burks,2018-19,27,TOT,NBA,1.5,64,24,1375,12.7,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,106,114,0.7,0.8,0.052,-1.5,-0.6,-2.2,-0.1
Bruno Caboclo,2018-19,23,MEM,NBA,1.5,34,19,800,12.4,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,109,109,0.6,0.9,0.09,-1,1.2,0.2,0.4
Wilson Chandler,2018-19,31,TOT,NBA,1.5,51,33,1177,8.5,0.579,0.092,4.4,14.6,9.7,9.1,1,1.4,13.9,11.8,107,112,0.5,1,0.062,-1.3,0.3,-1,0.3
Damyean Dotson,2018-19,24,NYK,NBA,1.5,73,40,2004,10.8,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,105,116,0.7,0.9,0.037,-0.9,-1.4,-2.3,-0.2
Mike Dunleavy,2016-17,36,TOT,NBA,1.5,53,2,841,10.1,0.609,0.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14,112,111,0.8,0.7,0.086,-1,-1.2,-2.2,0
Channing Frye,2017-18,34,TOT,NBA,1.5,53,1,695,13.1,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,115,111,0.9,0.6,0.101,-0.7,-1,-1.7,0.1
Justin Hamilton,2014-15,24,TOT,NBA,1.5,41,14,712,14.6,0.174,0.264,9.3,12.7,11,8.1,2,3.4,11.6,14.2,114,109,1,0.5,0.102,-0.1,0.9,0.7,0.5
Devin Harris,2018-19,35,DAL,NBA,1.5,68,2,1071,10.7,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,107,112,0.6,0.9,0.068,-1.3,-0.9,-2.2,-0.1
Richaun Holmes,2015-16,22,PHI,NBA,1.5,51,1,702,15.9,0.198,0.333,9.3,11.7,10.5,8,1.3,4.3,11.2,17.9,111,109,1,0.5,0.103,-1,0,-0.9,0.2
Kevin Huerter,2018-19,20,ATL,NBA,1.5,75,59,2048,10.1,0.537,0.085,3,9.7,6.3,14.5,1.5,1.1,13.8,15.7,106,116,0.7,0.7,0.034,-0.9,-1,-1.9,0.1
Brandon Jennings,2015-16,26,TOT,NBA,1.5,48,7,868,13.7,0.51,0.257,2,10.4,6.1,29.2,1.7,0.7,14.4,20,105,108,0.8,0.7,0.082,0.3,-1.7,-1.4,0.1
James Johnson,2018-19,31,MIA,NBA,1.5,55,33,1164,10.9,0.393,0.185,2,14.1,8,17,1.5,2.1,15.3,17.8,102,108,0,1.5,0.062,-2.5,0.9,-1.6,0.1
Damian Jones,2018-19,23,GSW,NBA,1.5,24,22,410,15.3,0,0.5,8.4,11,9.8,8.7,1.4,5.1,15.1,11.1,137,109,1,0.5,0.173,0.5,2.5,3,0.5
James Jones,2014-15,34,CLE,NBA,1.5,57,2,669,11.1,0.871,0.229,1.6,9,5.3,5.4,1,0.9,5.5,15.8,117,110,1.2,0.4,0.11,1.4,-2.8,-1.4,0.1
Terrence Jones,2015-16,24,HOU,NBA,1.5,50,11,1044,13.5,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,104,109,0.8,0.7,0.068,-2.4,-1,-3.4,-0.4
Tyus Jones,2016-17,20,MIN,NBA,1.5,60,0,774,13.8,0.403,0.238,1.5,8.7,5,28,3.1,0.6,16,13.6,114,111,1,0.6,0.096,-0.4,-1.5,-1.8,0
Joffrey Lauvergne,2016-17,25,TOT,NBA,1.5,70,1,980,12.6,0.292,0.217,8,20.2,14.1,10.8,1.3,0.5,13.2,18.5,104,108,0.4,1.1,0.075,-2.3,-0.9,-3.2,-0.3
Thon Maker,2017-18,20,MIL,NBA,1.5,74,12,1238,10.2,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,103,110,0.3,1.1,0.056,-2.7,0,-2.7,-0.2
Boban Marjanovic,2017-18,29,TOT,NBA,1.5,39,1,337,26,0,0.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,116,104,1,0.5,0.215,-0.3,-0.3,-0.6,0.1
Cedi Osman,2018-19,23,CLE,NBA,1.5,76,75,2444,11.5,0.443,0.214,2,14.8,8.1,12.1,1.2,0.4,11,18.6,106,118,1.2,0.2,0.029,-0.4,-1.7,-2.1,-0.1
Elfrid Payton,2018-19,24,NOP,NBA,1.5,42,42,1250,14,0.255,0.18,4.1,14,9.1,33.5,1.6,1.1,20.1,18.3,106,113,0.6,0.9,0.058,-0.7,-0.1,-0.9,0.4
Bobby Portis,2015-16,20,CHI,NBA,1.5,62,4,1102,13.8,0.119,0.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,100,106,0.3,1.3,0.066,-2.4,-0.9,-3.3,-0.4
Pablo Prigioni,2015-16,38,LAC,NBA,1.5,59,3,823,10.2,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11,103,104,0.3,1.1,0.087,-1.1,1.5,0.4,0.5
Zach Randolph,2017-18,36,SAC,NBA,1.5,59,57,1508,17.3,0.193,0.14,7,23.7,15,14.9,1.4,0.6,12.5,27.6,101,111,0.3,1.2,0.048,-0.6,-1.2,-1.8,0.1
Willie Reed,2017-18,27,TOT,NBA,1.5,42,5,428,19.2,0.017,0.455,9.1,21.8,15.5,3.6,1,4.3,11.6,16.6,125,108,1,0.5,0.172,-0.8,-0.1,-0.9,0.1
Austin Rivers,2014-15,22,TOT,NBA,1.5,76,5,1563,10.3,0.264,0.254,2,8.9,5.5,14.7,1.6,0.7,10.5,17.9,100,109,0.5,1,0.046,-1.7,-1.2,-2.9,-0.4
Thomas Robinson,2014-15,23,TOT,NBA,1.5,54,4,798,15.3,0.008,0.408,12.6,28.6,20.5,7.6,2,1.9,16.1,20.2,98,99,0,1.4,0.089,-3.8,1.1,-2.7,-0.1
Thabo Sefolosha,2018-19,34,UTA,NBA,1.5,50,2,609,12.1,0.523,0.148,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,107,102,0.2,1.2,0.115,-2,2.6,0.6,0.4
Iman Shumpert,2014-15,24,TOT,NBA,1.5,62,25,1545,11.4,0.416,0.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,98,107,0.1,1.4,0.047,-0.7,0.3,-0.4,0.6
Garrett Temple,2014-15,28,WAS,NBA,1.5,52,18,735,10.9,0.518,0.282,3.8,9.9,6.9,11,2.9,1,15.1,13.9,104,102,0.4,1.1,0.1,-0.6,1.4,0.8,0.5
Jason Terry,2015-16,38,HOU,NBA,1.5,72,7,1258,10.2,0.694,0.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15,108,112,1.1,0.4,0.057,-0.2,-2.6,-2.8,-0.3
Taurean Waller-Prince,2018-19,24,ATL,NBA,1.5,55,47,1552,11.9,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,106,115,0.8,0.7,0.047,-0.4,-1.5,-1.9,0
